yourlist:M20211026F248CABF64506F29A91F8037F07B67D12525920	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
1161	Q13216	ERCC8_HUMAN	reviewed	DNA excision repair protein ERCC-8 (Cockayne syndrome WD repeat protein CSA)	ERCC8 CKN1 CSA	Homo sapiens (Human)	396
116228	Q5RI15	COX20_HUMAN	reviewed	Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20 FAM36A	Homo sapiens (Human)	118
116442	Q96DA2	RB39B_HUMAN	reviewed	Ras-related protein Rab-39B	RAB39B	Homo sapiens (Human)	213
116444	O60391	NMD3B_HUMAN	reviewed	Glutamate receptor ionotropic, NMDA 3B (GluN3B) (N-methyl-D-aspartate receptor subtype 3B) (NMDAR3B) (NR3B)	GRIN3B	Homo sapiens (Human)	1043
116449	Q7Z7G1	CLNK_HUMAN	reviewed	Cytokine-dependent hematopoietic cell linker (Mast cell immunoreceptor signal transducer)	CLNK MIST	Homo sapiens (Human)	428
117155	Q96P56	CTSR2_HUMAN	reviewed	Cation channel sperm-associated protein 2 (CatSper2)	CATSPER2	Homo sapiens (Human)	530
117581	Q8WVJ9	TWST2_HUMAN	reviewed	Twist-related protein 2 (Class A basic helix-loop-helix protein 39) (bHLHa39) (Dermis-expressed protein 1) (Dermo-1)	TWIST2 BHLHA39 DERMO1	Homo sapiens (Human)	160
1183	P51793	CLCN4_HUMAN	reviewed	H(+)/Cl(-) exchange transporter 4 (Chloride channel protein 4) (ClC-4) (Chloride transporter ClC-4)	CLCN4	Homo sapiens (Human)	760
1184	P51795	CLCN5_HUMAN	reviewed	H(+)/Cl(-) exchange transporter 5 (Chloride channel protein 5) (ClC-5) (Chloride transporter ClC-5)	CLCN5 CLCK2	Homo sapiens (Human)	816
118429	P58335	ANTR2_HUMAN	reviewed	Anthrax toxin receptor 2 (Capillary morphogenesis gene 2 protein) (CMG-2)	ANTXR2 CMG2	Homo sapiens (Human)	489
1187	P51800	CLCKA_HUMAN	reviewed	Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1)	CLCNKA	Homo sapiens (Human)	687
1188	P51801	CLCKB_HUMAN	reviewed	Chloride channel protein ClC-Kb (Chloride channel Kb) (ClC-K2)	CLCNKB	Homo sapiens (Human)	687
1201	Q13286	CLN3_HUMAN	reviewed	Battenin (Batten disease protein) (Protein CLN3)	CLN3 BTS	Homo sapiens (Human)	438
121227	Q6UXM1	LRIG3_HUMAN	reviewed	Leucine-rich repeats and immunoglobulin-like domains protein 3 (LIG-3)	LRIG3 LIG3 UNQ287/PRO326/PRO335	Homo sapiens (Human)	1119
1213	Q00610	CLH1_HUMAN	reviewed	Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)	CLTC CLH17 CLTCL2 KIAA0034	Homo sapiens (Human)	1675
121512	Q96M96	FGD4_HUMAN	reviewed	FYVE, RhoGEF and PH domain-containing protein 4 (Actin filament-binding protein frabin) (FGD1-related F-actin-binding protein) (Zinc finger FYVE domain-containing protein 6)	FGD4 FRABP ZFYVE6	Homo sapiens (Human)	766
122042	Q8WXD0	RXFP2_HUMAN	reviewed	Relaxin receptor 2 (G-protein coupled receptor 106) (G-protein coupled receptor affecting testicular descent) (Leucine-rich repeat-containing G-protein coupled receptor 8) (Relaxin family peptide receptor 2)	RXFP2 GPR106 GREAT LGR8	Homo sapiens (Human)	754
122046	Q8N6G2	TEX26_HUMAN	reviewed	Testis-expressed protein 26	TEX26 C13orf26	Homo sapiens (Human)	289
123016	Q8TAM2	TTC8_HUMAN	reviewed	Tetratricopeptide repeat protein 8 (TPR repeat protein 8) (Bardet-Biedl syndrome 8 protein)	TTC8 BBS8	Homo sapiens (Human)	541
123263	Q96DP5	FMT_HUMAN	reviewed	Methionyl-tRNA formyltransferase, mitochondrial (MtFMT) (EC 2.1.2.9)	MTFMT FMT FMT1	Homo sapiens (Human)	389
123606	Q7RTP0	NIPA1_HUMAN	reviewed	Magnesium transporter NIPA1 (Non-imprinted in Prader-Willi/Angelman syndrome region protein 1) (Spastic paraplegia 6 protein)	NIPA1 SPG6	Homo sapiens (Human)	329
123803	Q96AB6	NTAN1_HUMAN	reviewed	Protein N-terminal asparagine amidohydrolase (EC 3.5.1.121) (Protein NH2-terminal asparagine amidohydrolase) (PNAA) (Protein NH2-terminal asparagine deamidase) (PNAD) (Protein N-terminal Asn amidase) (Protein N-terminal asparagine amidase) (Protein NTN-amidase)	NTAN1	Homo sapiens (Human)	310
123872	Q8NEP3	DAAF1_HUMAN	reviewed	Dynein axonemal assembly factor 1 (Leucine-rich repeat-containing protein 50)	DNAAF1 LRRC50	Homo sapiens (Human)	725
124454	Q5JPH6	SYEM_HUMAN	reviewed	Probable glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	EARS2 KIAA1970	Homo sapiens (Human)	523
124512	Q86XA0	MET23_HUMAN	reviewed	Methyltransferase-like protein 23 (EC 2.1.1.-)	METTL23 C17orf95	Homo sapiens (Human)	190
124540	Q96DH6	MSI2H_HUMAN	reviewed	RNA-binding protein Musashi homolog 2 (Musashi-2)	MSI2	Homo sapiens (Human)	328
124583	Q8WVQ1	CANT1_HUMAN	reviewed	Soluble calcium-activated nucleotidase 1 (SCAN-1) (EC 3.6.1.6) (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107)	CANT1 SHAPY	Homo sapiens (Human)	401
124590	Q495M9	USH1G_HUMAN	reviewed	Usher syndrome type-1G protein (Scaffold protein containing ankyrin repeats and SAM domain)	USH1G SANS	Homo sapiens (Human)	461
124989	Q8IY85	EFC13_HUMAN	reviewed	EF-hand calcium-binding domain-containing protein 13	EFCAB13 C17orf57	Homo sapiens (Human)	973
125336	Q8IVV2	LOXH1_HUMAN	reviewed	Lipoxygenase homology domain-containing protein 1	LOXHD1	Homo sapiens (Human)	2067
1258	Q14028	CNGB1_HUMAN	reviewed	Cyclic nucleotide-gated cation channel beta-1 (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Cyclic nucleotide-gated channel beta-1) (CNG channel beta-1) (Glutamic acid-rich protein) (GARP)	CNGB1 CNCG2 CNCG3L CNCG4 RCNC2	Homo sapiens (Human)	1251
126326	Q8TF64	GIPC3_HUMAN	reviewed	PDZ domain-containing protein GIPC3	GIPC3 C19orf64	Homo sapiens (Human)	312
126410	Q6NT55	CP4FN_HUMAN	reviewed	Cytochrome P450 4F22 (EC 1.14.14.-)	CYP4F22	Homo sapiens (Human)	531
126792	Q96L58	B3GT6_HUMAN	reviewed	Beta-1,3-galactosyltransferase 6 (Beta-1,3-GalTase 6) (Beta3Gal-T6) (Beta3GalT6) (EC 2.4.1.134) (GAG GalTII) (Galactosyltransferase II) (Galactosylxylosylprotein 3-beta-galactosyltransferase) (UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6)	B3GALT6	Homo sapiens (Human)	329
1272	Q12860	CNTN1_HUMAN	reviewed	Contactin-1 (Glycoprotein gp135) (Neural cell surface protein F3)	CNTN1	Homo sapiens (Human)	1018
1277	P02452	CO1A1_HUMAN	reviewed	Collagen alpha-1(I) chain (Alpha-1 type I collagen)	COL1A1	Homo sapiens (Human)	1464
1278	P08123	CO1A2_HUMAN	reviewed	Collagen alpha-2(I) chain (Alpha-2 type I collagen)	COL1A2	Homo sapiens (Human)	1366
1280	P02458	CO2A1_HUMAN	reviewed	Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin]	COL2A1	Homo sapiens (Human)	1487
1281	P02461	CO3A1_HUMAN	reviewed	Collagen alpha-1(III) chain	COL3A1	Homo sapiens (Human)	1466
1285	Q01955	CO4A3_HUMAN	reviewed	Collagen alpha-3(IV) chain (Goodpasture antigen) [Cleaved into: Tumstatin]	COL4A3	Homo sapiens (Human)	1670
128637	Q96BZ9	TBC20_HUMAN	reviewed	TBC1 domain family member 20	TBC1D20 C20orf140	Homo sapiens (Human)	403
1287	P29400	CO4A5_HUMAN	reviewed	Collagen alpha-5(IV) chain	COL4A5	Homo sapiens (Human)	1685
1289	P20908	CO5A1_HUMAN	reviewed	Collagen alpha-1(V) chain	COL5A1	Homo sapiens (Human)	1838
128954	Q2WGN9	GAB4_HUMAN	reviewed	GRB2-associated-binding protein 4 (GRB2-associated binder 2-like) (GAB2-like) (GRB2-associated binder 4) (GRB2-associated-binding protein 2-like) (Growth factor receptor bound protein 2-associated protein 4)	GAB4	Homo sapiens (Human)	574
129563	Q8IYB7	DI3L2_HUMAN	reviewed	DIS3-like exonuclease 2 (hDIS3L2) (EC 3.1.13.-)	DIS3L2 FAM6A	Homo sapiens (Human)	885
1297	P20849	CO9A1_HUMAN	reviewed	Collagen alpha-1(IX) chain	COL9A1	Homo sapiens (Human)	921
1298	Q14055	CO9A2_HUMAN	reviewed	Collagen alpha-2(IX) chain	COL9A2	Homo sapiens (Human)	689
129880	Q8N3I7	BBS5_HUMAN	reviewed	Bardet-Biedl syndrome 5 protein	BBS5	Homo sapiens (Human)	341
1301	P12107	COBA1_HUMAN	reviewed	Collagen alpha-1(XI) chain	COL11A1 COLL6	Homo sapiens (Human)	1806
1307	Q07092	COGA1_HUMAN	reviewed	Collagen alpha-1(XVI) chain	COL16A1 FP1572	Homo sapiens (Human)	1604
1316	Q99612	KLF6_HUMAN	reviewed	Krueppel-like factor 6 (B-cell-derived protein 1) (Core promoter element-binding protein) (GC-rich sites-binding factor GBF) (Proto-oncogene BCD1) (Suppressor of tumorigenicity 12 protein) (Transcription factor Zf9)	KLF6 BCD1 COPEB CPBP ST12	Homo sapiens (Human)	283
132884	Q86UK5	LBN_HUMAN	reviewed	Limbin (Ellis-van Creveld syndrome protein 2) (EVC2)	EVC2 LBN	Homo sapiens (Human)	1308
1340	P14854	CX6B1_HUMAN	reviewed	Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1)	COX6B1 COX6B	Homo sapiens (Human)	86
134218	Q5F1R6	DJC21_HUMAN	reviewed	DnaJ homolog subfamily C member 21 (DnaJ homolog subfamily A member 5) (Protein GS3)	DNAJC21 DNAJA5	Homo sapiens (Human)	531
1352	Q12887	COX10_HUMAN	reviewed	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase)	COX10	Homo sapiens (Human)	443
1355	Q7KZN9	COX15_HUMAN	reviewed	Cytochrome c oxidase assembly protein COX15 homolog	COX15	Homo sapiens (Human)	410
1356	P00450	CERU_HUMAN	reviewed	Ceruloplasmin (EC 1.16.3.1) (Ferroxidase)	CP	Homo sapiens (Human)	1065
136259	Q8TD94	KLF14_HUMAN	reviewed	Krueppel-like factor 14 (Basic transcription element-binding protein 5) (BTE-binding protein 5) (Transcription factor BTEB5)	KLF14 BTEB5	Homo sapiens (Human)	323
136647	Q8TAP9	MPLKI_HUMAN	reviewed	M-phase-specific PLK1-interacting protein (TTD non-photosensitive 1 protein)	MPLKIP C7orf11 TTDN1	Homo sapiens (Human)	179
1369	P15169	CBPN_HUMAN	reviewed	Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N) (SCPN)	CPN1 ACBP	Homo sapiens (Human)	458
1373	P31327	CPSM_HUMAN	reviewed	Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)	CPS1	Homo sapiens (Human)	1500
1374	P50416	CPT1A_HUMAN	reviewed	Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A)	CPT1A CPT1	Homo sapiens (Human)	773
137492	Q8NEZ2	VP37A_HUMAN	reviewed	Vacuolar protein sorting-associated protein 37A (hVps37A) (ESCRT-I complex subunit VPS37A) (Hepatocellular carcinoma-related protein 1)	VPS37A HCRP1	Homo sapiens (Human)	397
138050	Q68CP4	HGNAT_HUMAN	reviewed	Heparan-alpha-glucosaminide N-acetyltransferase (EC 2.3.1.78) (Transmembrane protein 76)	HGSNAT TMEM76	Homo sapiens (Human)	663
1385	P16220	CREB1_HUMAN	reviewed	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	CREB1	Homo sapiens (Human)	327
1387	Q92793	CBP_HUMAN	reviewed	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREBBP CBP	Homo sapiens (Human)	2442
139285	Q5JTC6	AMER1_HUMAN	reviewed	APC membrane recruitment protein 1 (Amer1) (Protein FAM123B) (Wilms tumor gene on the X chromosome protein)	AMER1 FAM123B WTX	Homo sapiens (Human)	1135
1394	P34998	CRFR1_HUMAN	reviewed	Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1) (Corticotropin-releasing hormone receptor 1) (CRH-R-1) (CRH-R1)	CRHR1 CRFR CRFR1 CRHR	Homo sapiens (Human)	444
139411	Q96NR3	PTHD1_HUMAN	reviewed	Patched domain-containing protein 1	PTCHD1	Homo sapiens (Human)	888
1399	P46109	CRKL_HUMAN	reviewed	Crk-like protein	CRKL	Homo sapiens (Human)	303
140545	Q9H0A6	RNF32_HUMAN	reviewed	RING finger protein 32	RNF32 FKSG33 HSD15	Homo sapiens (Human)	362
1411	P05813	CRBA1_HUMAN	reviewed	Beta-crystallin A3 [Cleaved into: Beta-crystallin A3, isoform A1, Delta4 form; Beta-crystallin A3, isoform A1, Delta7 form; Beta-crystallin A3, isoform A1, Delta8 form]	CRYBA1 CRYB1	Homo sapiens (Human)	215
1415	P43320	CRBB2_HUMAN	reviewed	Beta-crystallin B2 (Beta-B2 crystallin) (Beta-crystallin Bp)	CRYBB2 CRYB2 CRYB2A	Homo sapiens (Human)	205
1420	P07315	CRGC_HUMAN	reviewed	Gamma-crystallin C (Gamma-C-crystallin) (Gamma-crystallin 2-1) (Gamma-crystallin 3)	CRYGC CRYG3	Homo sapiens (Human)	174
1438	P15509	CSF2R_HUMAN	reviewed	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha (GM-CSF-R-alpha) (GMCSFR-alpha) (GMR-alpha) (CDw116) (CD antigen CD116)	CSF2RA CSF2R CSF2RY	Homo sapiens (Human)	400
1439	P32927	IL3RB_HUMAN	reviewed	Cytokine receptor common subunit beta (CDw131) (GM-CSF/IL-3/IL-5 receptor common beta subunit) (CD antigen CD131)	CSF2RB IL3RB IL5RB	Homo sapiens (Human)	897
1441	Q99062	CSF3R_HUMAN	reviewed	Granulocyte colony-stimulating factor receptor (G-CSF receptor) (G-CSF-R) (CD antigen CD114)	CSF3R GCSFR	Homo sapiens (Human)	836
146059	Q8IWY9	CDAN1_HUMAN	reviewed	Codanin-1	CDAN1 UNQ664/PRO1295	Homo sapiens (Human)	1227
146167	A6NNN8	S38A8_HUMAN	reviewed	Putative sodium-coupled neutral amino acid transporter 8 (Solute carrier family 38 member 8)	SLC38A8	Homo sapiens (Human)	435
146183	Q7RTW8	OTOAN_HUMAN	reviewed	Otoancorin	OTOA	Homo sapiens (Human)	1153
147138	Q8IU68	TMC8_HUMAN	reviewed	Transmembrane channel-like protein 8 (Epidermodysplasia verruciformis protein 2)	TMC8 EVER2 EVIN2	Homo sapiens (Human)	726
147372	Q6UXH8	CCBE1_HUMAN	reviewed	Collagen and calcium-binding EGF domain-containing protein 1 (Full of fluid protein homolog)	CCBE1 KIAA1983 UNQ1921/PRO4395	Homo sapiens (Human)	406
147409	Q86SJ6	DSG4_HUMAN	reviewed	Desmoglein-4 (Cadherin family member 13)	DSG4 CDHF13	Homo sapiens (Human)	1040
1476	P04080	CYTB_HUMAN	reviewed	Cystatin-B (CPI-B) (Liver thiol proteinase inhibitor) (Stefin-B)	CSTB CST6 STFB	Homo sapiens (Human)	98
1482	P52952	NKX25_HUMAN	reviewed	Homeobox protein Nkx-2.5 (Cardiac-specific homeobox) (Homeobox protein CSX) (Homeobox protein NK-2 homolog E)	NKX2-5 CSX NKX2.5 NKX2E	Homo sapiens (Human)	324
148738	Q6ZVN8	RGMC_HUMAN	reviewed	Hemojuvelin (Hemochromatosis type 2 protein) (Hemojuvelin BMP coreceptor) (RGM domain family member C)	HJV HFE2 RGMC	Homo sapiens (Human)	426
148789	Q8NCR0	B3GL2_HUMAN	reviewed	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2 (Beta-1,3-GalNAc-T2) (EC 2.4.1.313) (Beta-1,3-N-acetylgalactosaminyltransferase II)	B3GALNT2	Homo sapiens (Human)	500
1491	P32929	CGL_HUMAN	reviewed	Cystathionine gamma-lyase (EC 4.4.1.1) (Cysteine-protein sulfhydrase) (Gamma-cystathionase)	CTH	Homo sapiens (Human)	405
1497	O60931	CTNS_HUMAN	reviewed	Cystinosin	CTNS	Homo sapiens (Human)	367
1499	P35222	CTNB1_HUMAN	reviewed	Catenin beta-1 (Beta-catenin)	CTNNB1 CTNNB OK/SW-cl.35 PRO2286	Homo sapiens (Human)	781
1508	P07858	CATB_HUMAN	reviewed	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	CTSB CPSB	Homo sapiens (Human)	339
1523	P39880	CUX1_HUMAN	reviewed	Homeobox protein cut-like 1 (CCAAT displacement protein) (CDP) (CDP/Cux p200) (Homeobox protein cux-1) [Cleaved into: CDP/Cux p110]	CUX1 CUTL1	Homo sapiens (Human)	1505
1523	Q13948	CASP_HUMAN	reviewed	Protein CASP	CUX1 CUTL1	Homo sapiens (Human)	678
152330	Q8IWV2	CNTN4_HUMAN	reviewed	Contactin-4 (Brain-derived immunoglobulin superfamily protein 2) (BIG-2)	CNTN4	Homo sapiens (Human)	1026
1528	P00167	CYB5_HUMAN	reviewed	Cytochrome b5 (Microsomal cytochrome b5 type A) (MCB5)	CYB5A CYB5	Homo sapiens (Human)	134
153562	Q8N4S9	MALD2_HUMAN	reviewed	MARVEL domain-containing protein 2 (Tricellulin)	MARVELD2 TRIC	Homo sapiens (Human)	558
1536	P04839	CY24B_HUMAN	reviewed	Cytochrome b-245 heavy chain (EC 1.-.-.-) (CGD91-phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (NADPH oxidase 2) (Neutrophil cytochrome b 91 kDa polypeptide) (Superoxide-generating NADPH oxidase heavy chain subunit) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome)	CYBB NOX2	Homo sapiens (Human)	570
1540	Q9NQC7	CYLD_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase CYLD (EC 3.4.19.12) (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD)	CYLD CYLD1 KIAA0849 HSPC057	Homo sapiens (Human)	956
154288	Q587J8	KHDC3_HUMAN	reviewed	KH domain-containing protein 3 (ES cell-associated transcript 1 protein) (KHDC3-like protein)	KHDC3L C6orf221 ECAT1	Homo sapiens (Human)	217
154881	Q96MP8	KCTD7_HUMAN	reviewed	BTB/POZ domain-containing protein KCTD7	KCTD7	Homo sapiens (Human)	289
157570	Q56NI9	ESCO2_HUMAN	reviewed	N-acetyltransferase ESCO2 (EC 2.3.1.-) (Establishment factor-like protein 2) (EFO2) (EFO2p) (hEFO2) (Establishment of cohesion 1 homolog 2) (ECO1 homolog 2)	ESCO2	Homo sapiens (Human)	601
157657	Q96NL8	CH037_HUMAN	reviewed	Protein C8orf37	C8orf37 smalltalk	Homo sapiens (Human)	207
157680	Q7Z7G8	VP13B_HUMAN	reviewed	Vacuolar protein sorting-associated protein 13B (Cohen syndrome protein 1)	VPS13B CHS1 COH1 KIAA0532	Homo sapiens (Human)	4022
158	P30566	PUR8_HUMAN	reviewed	Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	ADSL AMPS	Homo sapiens (Human)	484
158326	Q5H8C1	FREM1_HUMAN	reviewed	FRAS1-related extracellular matrix protein 1 (Protein QBRICK)	FREM1 C9orf143 C9orf145 C9orf154	Homo sapiens (Human)	2179
158866	Q96MV8	ZDH15_HUMAN	reviewed	Palmitoyltransferase ZDHHC15 (EC 2.3.1.225) (Acyltransferase ZDHHC15) (EC 2.3.1.-) (Zinc finger DHHC domain-containing protein 15) (DHHC-15)	ZDHHC15 UNQ1969/PRO4501	Homo sapiens (Human)	337
1589	P08686	CP21A_HUMAN	reviewed	Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21) (Cytochrome P450-C21B)	CYP21A2 CYP21 CYP21B	Homo sapiens (Human)	494
1591	Q07973	CP24A_HUMAN	reviewed	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial (24-OHase) (Vitamin D(3) 24-hydroxylase) (EC 1.14.15.16) (Cytochrome P450 24A1) (Cytochrome P450-CC24)	CYP24A1 CYP24	Homo sapiens (Human)	514
1593	Q02318	CP27A_HUMAN	reviewed	Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)	CYP27A1 CYP27	Homo sapiens (Human)	531
16	P49588	SYAC_HUMAN	reviewed	Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)	AARS1 AARS	Homo sapiens (Human)	968
161497	Q7RTU9	STRC_HUMAN	reviewed	Stereocilin	STRC	Homo sapiens (Human)	1775
1616	Q9UER7	DAXX_HUMAN	reviewed	Death domain-associated protein 6 (Daxx) (hDaxx) (ETS1-associated protein 1) (EAP1) (Fas death domain-associated protein)	DAXX BING2 DAP6	Homo sapiens (Human)	740
1617	Q9NQZ3	DAZ1_HUMAN	reviewed	Deleted in azoospermia protein 1	DAZ1 DAZ SPGY	Homo sapiens (Human)	744
161725	Q8TE49	OTU7A_HUMAN	reviewed	OTU domain-containing protein 7A (EC 3.4.19.12) (Zinc finger protein Cezanne 2)	OTUD7A C15orf16 CEZANNE2 OTUD7	Homo sapiens (Human)	926
161742	Q7Z699	SPRE1_HUMAN	reviewed	Sprouty-related, EVH1 domain-containing protein 1 (Spred-1) (hSpred1)	SPRED1	Homo sapiens (Human)	444
1621	P09172	DOPO_HUMAN	reviewed	Dopamine beta-hydroxylase (EC 1.14.17.1) (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase]	DBH	Homo sapiens (Human)	617
162699	Q8NG57	ELOA3_HUMAN	reviewed	Elongin-A3 (EloA3) (Elongin-A3, pseudogene) (RNA polymerase II transcription factor SIII subunit A3) (Transcription elongation factor B polypeptide 3C)	ELOA3P ELOA3 TCEB3C TCEB3L2	Homo sapiens (Human)	546
1629	P11182	ODB2_HUMAN	reviewed	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (52 kDa mitochondrial autoantigen of primary biliary cirrhosis) (Branched chain 2-oxo-acid dehydrogenase complex component E2) (BCOADC-E2) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	DBT BCATE2	Homo sapiens (Human)	482
163183	Q8N205	SYNE4_HUMAN	reviewed	Nesprin-4 (KASH domain-containing protein 4) (KASH4) (Nuclear envelope spectrin repeat protein 4)	SYNE4 C19orf46	Homo sapiens (Human)	404
1639	Q14203	DCTN1_HUMAN	reviewed	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)	DCTN1	Homo sapiens (Human)	1278
164045	A2PYH4	HFM1_HUMAN	reviewed	Probable ATP-dependent DNA helicase HFM1 (EC 3.6.4.12) (SEC63 domain-containing protein 1)	HFM1 SEC3D1	Homo sapiens (Human)	1435
1641	O43602	DCX_HUMAN	reviewed	Neuronal migration protein doublecortin (Doublin) (Lissencephalin-X) (Lis-X)	DCX DBCN LISX	Homo sapiens (Human)	365
1643	Q92466	DDB2_HUMAN	reviewed	DNA damage-binding protein 2 (DDB p48 subunit) (DDBb) (Damage-specific DNA-binding protein 2) (UV-damaged DNA-binding protein 2) (UV-DDB 2)	DDB2	Homo sapiens (Human)	427
164656	Q8IU80	TMPS6_HUMAN	reviewed	Transmembrane protease serine 6 (EC 3.4.21.-) (Matriptase-2)	TMPRSS6 UNQ354/PRO618	Homo sapiens (Human)	811
1649	P35638	DDIT3_HUMAN	reviewed	DNA damage-inducible transcript 3 protein (DDIT-3) (C/EBP zeta) (C/EBP-homologous protein) (CHOP) (C/EBP-homologous protein 10) (CHOP-10) (CCAAT/enhancer-binding protein homologous protein) (Growth arrest and DNA damage-inducible protein GADD153)	DDIT3 CHOP CHOP10 GADD153	Homo sapiens (Human)	169
1650	P39656	OST48_HUMAN	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)	DDOST KIAA0115 OST48 OK/SW-cl.45	Homo sapiens (Human)	456
1654	O00571	DDX3X_HUMAN	reviewed	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)	DDX3X DBX DDX3	Homo sapiens (Human)	662
1655	P17844	DDX5_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68)	DDX5 G17P1 HELR HLR1	Homo sapiens (Human)	614
1656	P26196	DDX6_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)	DDX6 HLR2 RCK	Homo sapiens (Human)	483
