yourlist:M202111026320BA52A5CE8FCD097CB85A53697A35277F3CK	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YDL067C	P07255	COX9_YEAST	reviewed	Cytochrome c oxidase subunit 9, mitochondrial (Cytochrome c oxidase polypeptide VIIA)	COX9 YDL067C D2520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	59
YDL075W	P0C2H8	RL31A_YEAST	reviewed	60S ribosomal protein L31-A (L34) (Large ribosomal subunit protein eL31-A) (YL28)	RPL31A RPL34 RPL34A YDL075W D2478	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	113
YDL081C	P05318	RLA1_YEAST	reviewed	60S acidic ribosomal protein P1-alpha (A1) (L12eIIA) (Large ribosomal subunit protein P1-A) (P1A) (YP1alpha)	RPP1A L12EIIA RPA1 RPLA1 YDL081C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
YDL082W	Q12690	RL13A_YEAST	reviewed	60S ribosomal protein L13-A (Large ribosomal subunit protein eL13-A)	RPL13A YDL082W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
YDL084W	Q07478	SUB2_YEAST	reviewed	ATP-dependent RNA helicase SUB2 (EC 3.6.4.13) (Suppressor of BRR1 protein 2)	SUB2 YDL084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	446
YDL088C	Q05166	NUP59_YEAST	reviewed	Nucleoporin ASM4 (Nuclear pore protein NUP59)	ASM4 NUP59 YDL088C D2420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528
YDL090C	P22007	FNTB_YEAST	reviewed	Protein farnesyltransferase subunit beta (FTase-beta) (PFTase beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	RAM1 DPR1 SCG2 STE16 YDL090C D2412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	431
YDL091C	Q12229	UBX3_YEAST	reviewed	UBX domain-containing protein 3	UBX3 YDL091C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455
YDL103C	P43123	UAP1_YEAST	reviewed	UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)	QRI1 UAP1 YDL103C D2362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	477
YDL107W	P40990	MSS2_YEAST	reviewed	Protein MSS2, mitochondrial	MSS2 YDL107W D2340	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	351
YDL117W	Q07533	CYK3_YEAST	reviewed	Cytokinesis protein 3	CYK3 YDL117W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	885
YDL119C	Q07534	S2538_YEAST	reviewed	Mitochondrial glycine transporter (Heme biosynthesis protein of SLC25 family) (Solute carrier family 25 member 38 homolog)	HEM25 YDL119C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	307
YDL126C	P25694	CDC48_YEAST	reviewed	Cell division control protein 48 (EC 3.6.4.6) (Cell division cycle protein 48) (Transitional endoplasmic reticulum ATPase homolog)	CDC48 YDL126C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	835
YDL129W	Q07555	YD129_YEAST	reviewed	Uncharacterized protein YDL129W	YDL129W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291
YDL130W	P10622	RLA3_YEAST	reviewed	60S acidic ribosomal protein P1-beta (Ax) (L12eIIB) (L44') (Large ribosomal subunit protein P1-B) (P1B) (YP1beta)	RPP1B L12EIIB RPL44P RPLA3 YDL130W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
YDL132W	Q12018	CDC53_YEAST	reviewed	Cell division control protein 53 (Cullin-A) (E3 ubiquitin ligase complex SCF subunit CDC53)	CDC53 YDL132W D2190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	815
YDL134C	P23594	PP2A1_YEAST	reviewed	Serine/threonine-protein phosphatase PP2A-1 catalytic subunit (EC 3.1.3.16)	PPH21 YDL134C D2180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369
YDL139C	Q12334	SCM3_YEAST	reviewed	Protein SCM3 (Suppressor of chromosome missegregation protein 3)	SCM3 YDL139C D2155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	223
YDL141W	P48445	BPL1_YEAST	reviewed	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	BPL1 ACC2 YDL141W D2140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	690
YDL143W	P39078	TCPD_YEAST	reviewed	T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta)	CCT4 ANC2 TCP4 YDL143W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528
YDL145C	P53622	COPA_YEAST	reviewed	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (Retrieval from endoplasmic reticulum protein 1) (Secretory protein 22) (Suppressor of osmo-sensitivity 1)	COP1 RET1 SEC33 SOO1 YDL145C D1578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1201
YDL153C	Q12136	SAS10_YEAST	reviewed	Something about silencing protein 10 (U three protein 3) (U3 small nucleolar RNA-associated protein 3) (U3 snoRNA-associated protein 11)	SAS10 UTP3 YDL153C D1545	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610
YDL155W	P24870	CG23_YEAST	reviewed	G2/mitotic-specific cyclin-3	CLB3 YDL155W D1539	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	427
YDL160C	P39517	DHH1_YEAST	reviewed	ATP-dependent RNA helicase DHH1 (EC 3.6.4.13) (DExD/H-box helicase 1)	DHH1 YDL160C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
YDL161W	Q12518	ENT1_YEAST	reviewed	Epsin-1	ENT1 YDL161W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	454
YDL173W	Q12515	PAR32_YEAST	reviewed	Protein PAR32 (Protein phosphorylated after rapamycin 32)	PAR32 YDL173W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
YDL183C	P48569	YD183_YEAST	reviewed	Uncharacterized protein YDL183C	YDL183C D1293	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320
YDL186W	P48568	YD186_YEAST	reviewed	Uncharacterized protein YDL186W	YDL186W D1281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	277
YDL188C	P23595	PP2A2_YEAST	reviewed	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit (EC 3.1.3.16)	PPH22 SIS4 YDL188C D1271	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	377
YDL189W	Q05672	RBS1_YEAST	reviewed	RNA-binding suppressor of PAS kinase protein 1	RBS1 YDL189W D1266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	457
YDL136W,YDL191W	P0CX84	RL35A_YEAST	reviewed	60S ribosomal protein L35-A (Large ribosomal subunit protein uL29-A)	RPL35A SOS1 YDL191W D1249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
YDL136W,YDL191W	P0CX85	RL35B_YEAST	reviewed	60S ribosomal protein L35-B (Large ribosomal subunit protein uL29-B)	RPL35B SOS2 YDL136W D2170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
YDL193W	Q12063	UPPS_YEAST	reviewed	Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Nuclear undecaprenyl pyrophosphate synthase 1)	NUS1 YDL193W D1239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YDL198C	P38988	GGC1_YEAST	reviewed	Mitochondrial GTP/GDP carrier protein 1	GGC1 SHM1 YHM1 YDL198C D1214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300
YDL203C	Q07622	ACK1_YEAST	reviewed	Activator of C kinase protein 1	ACK1 YDL203C D1066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	623
YDL207W	Q12315	GLE1_YEAST	reviewed	Nucleoporin GLE1 (Nuclear pore protein GLE1) (RNA export factor GLE1)	GLE1 BRR3 RSS1 YDL207W D1049	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
YDL211C	Q12121	YD211_YEAST	reviewed	Uncharacterized protein YDL211C	YDL211C D1026	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	372
YDL220C	P32797	CDC13_YEAST	reviewed	Cell division control protein 13	CDC13 YDL220C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	924
YDL224C	Q07655	WHI4_YEAST	reviewed	Protein WHI4	WHI4 YDL224C D0839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	649
YDL225W	Q07657	SHS1_YEAST	reviewed	Seventh homolog of septin 1 (Septation protein 7)	SHS1 SEP7 YDL225W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
YDL226C	P35197	GCS1_YEAST	reviewed	ADP-ribosylation factor GTPase-activating protein GCS1 (ARF GAP GCS1)	GCS1 YDL226C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	352
YDL239C	Q07732	ADY3_YEAST	reviewed	Accumulates dyads protein 3	ADY3 YDL239C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	790
YDR011W	P32568	SNQ2_YEAST	reviewed	Protein SNQ2	SNQ2 YDR011W YD8119.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1501
YDR023W	P07284	SYSC_YEAST	reviewed	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	SES1 SERS YDR023W YD9813.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	462
YBR048W,YDR025W	P0CX47	RS11A_YEAST	reviewed	40S ribosomal protein S11-A (RP41) (S18) (Small ribosomal subunit protein uS17-A) (YS12)	RPS11A RPS18A YDR025W YD9813.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156
YBR048W,YDR025W	P0CX48	RS11B_YEAST	reviewed	40S ribosomal protein S11-B (RP41) (S18) (Small ribosomal subunit protein uS17-B) (YS12)	RPS11B RPS18B YBR048W YBR0501	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156
YDR026C	Q12457	NSI1_YEAST	reviewed	RNA polymerase I termination factor (NTS1 silencing protein 1)	NSI1 YDR026C PZE570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
YDR028C	Q00816	REG1_YEAST	reviewed	Resistance to glucose repression protein 1 (Protein HEX2) (Second-site suppressor of the rna1-1 mutation 1)	REG1 HEX2 PZF240 SPP43 SRN1 YDR028C YD9813.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1014
YDR038C	Q12691	ATN5_YEAST	reviewed	Sodium transport ATPase 5 (EC 7.2.2.3)	ENA5 YDR038C YD9673.10c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1091
YDR039C	Q01896	ATN2_YEAST	reviewed	Sodium transport ATPase 2 (EC 7.2.2.3)	ENA2 PMR2B YDR039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1091
YDR040C	P13587	ATN1_YEAST	reviewed	Sodium transport ATPase 1 (EC 7.2.2.3)	ENA1 HOR6 PMR2 PMR2A YDR040C YD6888.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1091
YDR064W	P05756	RS13_YEAST	reviewed	40S ribosomal protein S13 (S27a) (Small ribosomal subunit protein uS15) (YS15)	RPS13 RPS13C YDR064W D4252 YD9609.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	151
YDR075W	P32345	PP4C_YEAST	reviewed	Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (EC 3.1.3.16) (Phosphatase PP2A-like catalytic subunit PPH3)	PPH3 YDR075W D4421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	308
YDR084C	P38962	TVP23_YEAST	reviewed	Golgi apparatus membrane protein TVP23 (TLG2 compartment vesicle protein of 23 kDa)	TVP23 YDR084C D4466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
YDR091C	Q03195	RLI1_YEAST	reviewed	Translation initiation factor RLI1 (ATP-binding cassette sub-family E member RLI1) (RNase L inhibitor)	RLI1 YDR091C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	608
YDR096W	Q03833	GIS1_YEAST	reviewed	Transcriptional activator/repressor GIS1	GIS1 YDR096W YD8557.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	894
YDR111C	P52892	ALAT_YEAST	reviewed	Probable alanine aminotransferase (EC 2.6.1.2) (Glutamate pyruvate transaminase) (GPT) (Glutamic--alanine transaminase) (Glutamic--pyruvic transaminase)	ALT2 YDR111C YD9727.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507
YDR113C	P40316	SECU_YEAST	reviewed	Securin	PDS1 YDR113C YD9727.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
YDR120C	P15565	TRM1_YEAST	reviewed	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	TRM1 YDR120C YD9727.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
YDR123C	P26798	INO2_YEAST	reviewed	Protein INO2	INO2 DIE1 SCS1 YDR123C YD9727.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304
YDR140W	Q03920	MTQ2_YEAST	reviewed	eRF1 methyltransferase catalytic subunit MTQ2 (eRF1 MTase catalytic subunit MTQ2) (EC 2.1.1.297) (N(5)-glutamine methyltransferase MTQ2)	MTQ2 MTC6 YDR140W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221
YDR145W	Q03761	TAF12_YEAST	reviewed	Transcription initiation factor TFIID subunit 12 (TAFII-61) (TAFII61) (TAFII-68) (TAFII68) (TBP-associated factor 12) (TBP-associated factor 61 kDa)	TAF12 TAF61 TAF68 YDR145W YD8358.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	539
YDR148C	P19262	ODO2_YEAST	reviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	KGD2 YDR148C YD8358.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
YDR151C	P47976	CTH1_YEAST	reviewed	mRNA decay factor CTH1 (Cysteine-three-histidine protein 1)	CTH1 YDR151C YD8358.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	325
YDR153C	Q03769	ENT5_YEAST	reviewed	Epsin-5	ENT5 YDR153C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
YDR156W	P50106	RPA14_YEAST	reviewed	DNA-directed RNA polymerase I subunit RPA14 (A14) (DNA-directed RNA polymerase I 14 kDa polypeptide)	RPA14 YDR156W YD8358.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137
YDR169C	Q12427	STB3_YEAST	reviewed	Protein STB3 (SIN3-binding protein 3)	STB3 YDR169C YD9489.04c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
YDR179W-A	Q03983	YD179_YEAST	reviewed	Uncharacterized protein YDR179W-A	YDR179W-A YD9395.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
YDR182W	P40986	CDC1_YEAST	reviewed	Cell division control protein 1 (EC 3.1.-.-)	CDC1 DSR1 ESP2 YDR182W YD9395.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
YDR184C	Q04005	LIC4_YEAST	reviewed	Protein ATC1/LIC4 (AIP3 complex protein 1) (Lithium comvertas protein 4)	ATC1 LIC4 YDR184C YD9395.18c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294
YDR188W	P39079	TCPZ_YEAST	reviewed	T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta)	CCT6 TCP20 TCP6 YDR188W YD9395.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
YDR189W	P22213	SLY1_YEAST	reviewed	Protein SLY1 (Suppressor of loss of YPT1 protein 1)	SLY1 YDR189W YD9346.01 YD9395.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	666
YDR190C	Q03940	RUVB1_YEAST	reviewed	RuvB-like protein 1 (RUVBL1) (EC 3.6.4.12) (TIP49-homology protein 1) (TIP49a homolog)	RVB1 TIH1 TIP49A YDR190C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
YDR192C	P49686	NUP42_YEAST	reviewed	Nucleoporin NUP42 (Nuclear pore protein NUP42)	NUP42 RIP1 UIP1 YDR192C YD9346.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430
YDR194C	P15424	MS116_YEAST	reviewed	ATP-dependent RNA helicase MSS116, mitochondrial (EC 3.6.4.13)	MSS116 YDR194C YD9346.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	664
YDR208W	P38994	MSS4_YEAST	reviewed	Probable phosphatidylinositol 4-phosphate 5-kinase MSS4 (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase) (Diphosphoinositide kinase) (PIP5K)	MSS4 YDR208W YD8142A.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
YDR212W	P12612	TCPA_YEAST	reviewed	T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha)	TCP1 CCT1 YDR212W YD8142.13 YD8142B.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559
YDR213W	Q12151	UPC2_YEAST	reviewed	Sterol uptake control protein 2 (Mannoprotein regulation by oxygen protein 4)	UPC2 MOX4 YDR213W YD8142.14 YD8142B.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	913
YDR224C	P02293	H2B1_YEAST	reviewed	Histone H2B.1 (Suppressor of Ty protein 12)	HTB1 H2B1 SPT12 YDR224C YD9934.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131
YDR225W	P04911	H2A1_YEAST	reviewed	Histone H2A.1	HTA1 H2A1 SPT11 YDR225W YD9934.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132
YDR231C	Q04935	COX20_YEAST	reviewed	Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20 YDR231C YD9934.15c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
YDR233C	Q04947	RTN1_YEAST	reviewed	Reticulon-like protein 1	RTN1 YDR233C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
YDR238C	P41810	COPB_YEAST	reviewed	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	SEC26 YDR238C YD8419.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	973
YDR244W	P35056	PEX5_YEAST	reviewed	Peroxisomal targeting signal receptor (PTS1 receptor) (PTS1R) (Peroxin-5) (Peroxisomal protein PAS10)	PEX5 PAS10 YDR244W YD8419.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	612
YDR249C	Q03787	YD249_YEAST	reviewed	Uncharacterized protein YDR249C	YDR249C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
YDR251W	P37304	PAM1_YEAST	reviewed	Protein PAM1	PAM1 YDR251W YD8419.18 YD9320A.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	830
YDR264C	P39010	AKR1_YEAST	reviewed	Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)	AKR1 YDR264C D9954.9 YD9230B.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	764
YDR293C	P24276	SSD1_YEAST	reviewed	Protein SSD1 (Protein SRK1)	SSD1 CLA1 RLD1 SRK1 YDR293C D9819.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1250
YDR294C	Q05567	SGPL_YEAST	reviewed	Sphingosine-1-phosphate lyase (S1PL) (SP-lyase) (ySPL) (EC 4.1.2.-) (EC 4.1.2.27) (Bestowed of sphingosine tolerance 1) (Sphingosine-1-phosphate aldolase)	DPL1 BST1 YDR294C D9819.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	589
YDR299W	Q06631	BFR2_YEAST	reviewed	Protein BFR2 (Brefeldin A resistance protein 2)	BFR2 YDR299W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534
YDR303C	Q06639	RSC3_YEAST	reviewed	Chromatin structure-remodeling complex protein RSC3 (Remodel the structure of chromatin complex subunit 3)	RSC3 YDR303C D9740.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	885
YDR304C	P35176	CYPD_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (Cyclophilin D) (Rotamase D)	CPR5 CYP5 CYPD YDR304C D9740.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	225
YDR308C	P47822	MED21_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNAPII complex component SRB7) (Suppressor of RNA polymerase B 7)	SRB7 MED21 YDR308C D9740.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140
YDR309C	Q06648	GIC2_YEAST	reviewed	GTPase-interacting component 2	GIC2 YDR309C D9740.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383
YDR311W	P32776	TFB1_YEAST	reviewed	General transcription and DNA repair factor IIH subunit TFB1 (TFIIH subunit TFB1) (RNA polymerase II transcription factor B 73 kDa subunit) (RNA polymerase II transcription factor B p73 subunit) (RNA polymerase II transcription factor B subunit 1)	TFB1 YDR311W D9740.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
YDR312W	Q12153	SSF2_YEAST	reviewed	Ribosome biogenesis protein SSF2	SSF2 YDR312W D9740.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
YDR320C	Q06677	SWA2_YEAST	reviewed	Auxilin-like clathrin uncoating factor SWA2 (Bud site selection protein 24) (DnaJ-related protein SWA2) (J protein SWA2) (Synthetic lethal with ARF1 protein 2)	SWA2 AUX1 BUD24 YDR320C D9798.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	668
YDR324C	Q06679	UTP4_YEAST	reviewed	U3 small nucleolar RNA-associated protein 4 (U3 snoRNA-associated protein 4) (U three protein 4) (U3 protein 4 required for transcription) (t-UTP4)	UTP4 YDR324C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	776
YDR330W	Q06682	UBX5_YEAST	reviewed	UBX domain-containing protein 5	UBX5 YDR330W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500
YDR331W	P49018	GPI8_YEAST	reviewed	GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-)	GPI8 YDR331W D9798.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
YDR344C	Q05510	YD344_YEAST	reviewed	Uncharacterized protein YDR344C	YDR344C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147
YDR351W	P42223	SBE2_YEAST	reviewed	Protein SBE2 (Suppressor of BEM4 protein 2)	SBE2 YDR351W D9476.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	864
YDR359C	Q06337	EAF1_YEAST	reviewed	Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)	EAF1 VID21 YDR359C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	982
